location,description,created,target,type,to_package,association,images,comments,documents,priority,cause,project,task_group,days_to_target,month,weekday,season,has_parent_task,location_depth,description_length,task_category,overdue_label
JPC Project Management>EHS Management>01 Inspections,Ground Floor material storage zone in good condition following supply chain stand down and clean up,2020-08-28,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Storage,1328,Safety,,8,4,summer,0,3,99,Safety,0
JPC Project Management>EHS Management>01 Inspections,Stillage of temporary electrics light fixtures delivered to site from yard in inadequate container. STILLAGE NOT TO BE LIFTED. Load to be broken down by hand,2020-08-28,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Storage,1328,Safety,,8,4,summer,0,3,157,Safety,0
JPC Project Management>EHS Management>01 Inspections,Block 1 Ground Floor requires some material storage attention. Walkways swept and workers cleaning. Cranes required for lifting larger items. Directional signage to be installed,2020-08-28,,Safety Notice (Amber) - General Issue,Precast Concrete,FormAnswer,True,False,False,System Failure,JPC - Safety - Storage,1328,Safety,,8,4,summer,0,3,177,Safety,0
JPC Project Management>EHS Management>01 Inspections,Security enhancements made on multiple levels to tower cranes on site following recent Safety Alert,2020-08-28,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Exclusion Zones,1328,Safety,,8,4,summer,0,3,99,Safety,0
JPC Project Management>EHS Management>01 Inspections,block 3 basement sump cover,2020-09-02,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,9,2,autumn,0,3,27,Safety,0
JPC Project Management>EHS Management>01 Inspections,block 4 basement water to be removed,2020-09-02,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,9,2,autumn,0,3,36,Safety,0
JPC Project Management>EHS Management>01 Inspections,block 4 lighting at stairs basement level,2020-09-02,,Safety Notice (Amber) - General Issue,Temporary Electrics,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,9,2,autumn,0,3,41,Safety,0
JPC Project Management>EHS Management>01 Inspections,access to stairs inadequate,2020-09-02,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,9,2,autumn,0,3,27,Safety,0
JPC Project Management>EHS Management>01 Inspections,block 3 level 7 housekeeping,2020-09-02,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - House Keeping,1328,Safety,,9,2,autumn,0,3,28,Safety,0
JPC Project Management>EHS Management>01 Inspections,bl9ck 3 level 6 & 7 temp lighting needed,2020-09-02,,Safety Notice (Amber) - General Issue,Temporary Electrics,FormAnswer,True,False,False,System Failure,JPC - Safety - Electrical,1328,Safety,,9,2,autumn,0,3,40,Safety,0
JPC Project Management>EHS Management>01 Inspections,block 3 level 7 access/ material storagd,2020-09-02,,Safety Notice (Amber) - General Issue,Scaffolding,FormAnswer,True,False,False,System Failure,JPC - Safety - Storage,1328,Safety,,9,2,autumn,0,3,40,Safety,0
JPC Project Management>EHS Management>01 Inspections,double height scaffold / propping interface,2020-09-02,,Safety Notice (Amber) - General Issue,Scaffolding,FormAnswer,True,False,False,System Failure,JPC - Safety - Scaffolding,1328,Safety,,9,2,autumn,0,3,43,Safety,0
JPC Project Management>EHS Management>01 Inspections,hop up needed at roof level block 3,2020-09-02,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,9,2,autumn,0,3,35,Safety,0
JPC Project Management>EHS Management>01 Inspections,gas bottle trolley,2020-09-02,,Safety Notice (Amber) - General Issue,Roofing,FormAnswer,True,False,False,System Failure,JPC - Safety - Storage,1328,Safety,,9,2,autumn,0,3,18,Safety,0
JPC Project Management>EHS Management>01 Inspections,flammable storage block 3 roof,2020-09-02,,Safety Notice (Amber) - General Issue,Roofing,FormAnswer,True,False,False,System Failure,JPC - Program - 1 Materials,1328,Safety,,9,2,autumn,0,3,30,Safety,0
JPC Project Management>EHS Management>03 Safety Notices,Correct use of hot works permit,2019-08-14,,Safety Notice (Red) - Serious Issue,Groundworks,FormAnswer,True,False,False,Unknown,JPC - Safety - Documentation,1328,Safety,,8,2,summer,0,3,31,Safety,0
JPC Project Management>EHS Management>01 Inspections,block 4 roof handrail and brick guard,2020-09-02,,Safety Notice (Amber) - General Issue,Scaffolding,FormAnswer,True,False,False,System Failure,JPC - Safety - Scaffolding,1328,Safety,,9,2,autumn,0,3,37,Safety,0
JPC Project Management>EHS Management>01 Inspections,block 4 roof storage,2020-09-02,,Safety Notice (Amber) - General Issue,Structural Steel,FormAnswer,True,False,False,System Failure,JPC - Safety - Storage,1328,Safety,,9,2,autumn,0,3,20,Safety,0
JPC Project Management>EHS Management>01 Inspections,water pending block 4 roof,2020-09-02,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,9,2,autumn,0,3,26,Safety,0
JPC Project Management>EHS Management>01 Inspections,Covid19 adaption works carried out to toilet blocks to help maintain social distancing,2020-09-03,,Safety Notice (Green) - Good Observation,Carpentry,FormAnswer,True,False,False,Unknown,JPC - Safety - Welfare Facilities,1328,Safety,,9,3,autumn,0,3,86,Safety,0
JPC Project Management>EHS Management>01 Inspections,Concrete to be poured at access route to new canteen & offices. This item is now closed.,2020-09-03,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,9,3,autumn,0,3,88,Safety,0
JPC Project Management>EHS Management>01 Inspections,"Some material storage requires attention on ground level Block 1. Safety nets to be installed at  high level on Block 2, Gloucester St.",2020-09-03,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Storage,1328,Safety,,9,3,autumn,0,3,135,Safety,0
JPC Project Management>EHS Management>01 Inspections,High standard of housekeeping levels 1-4 in Blocks 1 & 2,2020-09-03,,Safety Notice (Green) - Good Observation,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,9,3,autumn,0,3,56,Safety,0
JPC Project Management>EHS Management>01 Inspections,RAPS podium ladder inspection expired. Works ceased and closed at time of inspection,2020-09-03,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,System Failure,JPC - Safety - Ladders,1328,Safety,,9,3,autumn,0,3,84,Safety,0
JPC Project Management>EHS Management>01 Inspections,"Adaption works to tower crane base complete, however bolts for the door hinges instead of screws should be considered as best practice",2020-09-03,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,9,3,autumn,0,3,134,Safety,0
JPC Project Management>EHS Management>01 Inspections,Fit for purpose exclusion zone in place for M&E works ground level Block 3,2020-09-03,,Safety Notice (Green) - Good Observation,Mechanical,FormAnswer,True,False,False,Unknown,JPC - Safety - Exclusion Zones,1328,Safety,,9,3,autumn,0,3,74,Safety,0
JPC Project Management>EHS Management>03 Safety Notices,daily safe starts needs to refer to hot works permit,2019-08-14,,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,True,False,False,Unknown,JPC - Safety - Documentation,1328,Safety,,8,2,summer,0,3,52,Safety,0
JPC Project Management>EHS Management>01 Inspections,raps toclear materials which foul walkway between scaffold access in block 03 basement,2019-07-12,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,7,4,summer,0,3,86,Safety,0
JPC Project Management>EHS Management>03 Safety Notices,Access and egress- fall from height,2019-08-14,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - Working At Height,1328,Safety,,8,2,summer,0,3,35,Safety,0
JPC Project Management>EHS Management>03 Safety Notices,Access and egress- fall from height,2019-08-14,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,True,False,System Failure,JPC - Safety - Access,1328,Safety,,8,2,summer,0,3,35,Safety,0
JPC Project Management>EHS Management>03 Safety Notices,ankle twister,2019-08-14,2019-08-20,BCAR - Fire,Main Contractor,Unknown,False,False,False,Unknown,Unknown,1328,Design Team,6.0,8,2,summer,0,3,13,Design Team,0
JPC Project Management>EHS Management>03 Safety Notices,access platform,2019-08-14,,Safety Notice (Amber) - General Issue,Concrete - Formwork,Unknown,True,True,False,Unknown,JPC - Safety - Access,1328,Safety,,8,2,summer,0,3,15,Safety,0
JPC Project Management>EHS Management>03 Safety Notices,area needs good supervision and minding with public interface,2019-08-14,,Safety Notice (Amber) - General Issue,Temporary Electrics,Unknown,True,True,False,Unknown,JPC - Safety - Barrier Control,1328,Safety,,8,2,summer,0,3,61,Safety,0
QC & BC(A)R>ITP 01 Structural,poor underfoot condition in new accessrout along Gloucestershire st hoarding,2019-08-19,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,8,0,summer,0,2,76,Safety,0
JPC Project Management>EHS Management>01 Inspections,full ppe throughout workforce,2019-07-12,,Safety Notice (Green) - Good Observation,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - PPE,1328,Safety,,7,4,summer,0,3,29,Safety,0
QC & BC(A)R>ITP 01 Structural,tipperary water required onsite to remove old bottles and top up in subbie canteen,2019-08-19,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,False,False,False,Unknown,JPC - Safety - Welfare Facilities,1328,Safety,,8,0,summer,0,2,82,Safety,0
QC & BC(A)R>ITP 01 Structural,material storage of rebar,2019-08-19,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,8,0,summer,0,2,25,Safety,0
QC & BC(A)R>ITP 01 Structural,poor underfoot conditions in access route.,2019-08-19,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,8,0,summer,0,2,42,Safety,0
QC & BC(A)R>ITP 01 Structural,access barrier is unstable poses risks for falls,2019-08-19,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,8,0,summer,0,2,48,Safety,0
QC & BC(A)R>ITP 01 Structural,good use of mushroom caps,2019-08-19,,Safety Notice (Green) - Good Observation,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Quality - Management,1328,Safety,,8,0,summer,0,2,25,Safety,0
QC & BC(A)R>ITP 01 Structural,no use of fog horn on over head crane lift,2019-08-19,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,False,False,False,Unknown,JPC - Safety - Lifting / Slinging,1328,Safety,,8,0,summer,0,2,42,Safety,0
QC & BC(A)R>ITP 01 Structural,materials to be removed from site,2019-08-19,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Quality - Materials,1328,Safety,,8,0,summer,0,2,33,Safety,0
QC & BC(A)R>ITP 01 Structural,tripping hazard slings,2019-08-19,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,8,0,summer,0,2,22,Safety,0
1328 - Townsend St,Welfare facilities are not yet up to required standard. Fit out works and site accommodation move still ongoing.,2020-01-10,,Safety Notice (Red) - Serious Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Welfare Facilities,1328,Safety,,1,4,winter,0,1,112,Safety,0
1328 - Townsend St,Access to some of the welfare facilities not fully protected and non PPE route not yet complete,2020-01-10,,Safety Notice (Red) - Serious Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Welfare Facilities,1328,Safety,,1,4,winter,0,1,95,Safety,0
JPC Project Management>EHS Management>01 Inspections,good practice working off straight ladder,2019-07-12,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Working At Height,1328,Safety,,7,4,summer,0,3,41,Safety,0
1328 - Townsend St,Overhead protection required for main access route from site entrance adjacent to primary lifting zone for precast.,2020-01-10,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Welfare Facilities,1328,Safety,,1,4,winter,0,1,115,Safety,0
1328 - Townsend St,Overall housekeeping and material storage on site and inside the building are to a very high standard,2020-01-10,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,1,4,winter,0,1,101,Safety,0
1328 - Townsend St,Electrical cables left untidy require attention Block 1 ahead of commencement of excavation works in this area,2020-01-10,,Safety Notice (Amber) - General Issue,Temporary Electrics,FormAnswer,True,False,False,System Failure,JPC - Safety - Temporary Electrics,1328,Safety,,1,4,winter,0,1,110,Safety,0
1328 - Townsend St,"Material storage requires attention in Block 2, especially the consolidation of reinforcement steel which currently hinders access in areas",2020-01-10,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,System Failure,JPC - Safety - Storage,1328,Safety,,1,4,winter,0,1,139,Safety,0
1328 - Townsend St,PPE compliance is excellent on site and subcontractors have been praised and awarded at recent toolbox talks,2020-01-10,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - PPE,1328,Safety,,1,4,winter,0,1,108,Safety,0
1328 - Townsend St,New stores for subcontractors now blocking access route on site. Access to be rerouted or shut down.,2020-01-10,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Access,1328,Safety,,1,4,winter,0,1,100,Safety,0
1328 - Townsend St,EHS documentation not on file in an organized system during site accommodation move.,2020-01-10,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,System Failure,JPC - Safety - Documentation,1328,Safety,,1,4,winter,0,1,84,Safety,0
